,label,path,category
40,25,ESC-50-master/audio/1-155858-B-25.wav,footsteps
41,25,ESC-50-master/audio/1-155858-C-25.wav,footsteps
42,25,ESC-50-master/audio/1-155858-D-25.wav,footsteps
43,25,ESC-50-master/audio/1-155858-E-25.wav,footsteps
44,25,ESC-50-master/audio/1-155858-F-25.wav,footsteps
45,4,ESC-50-master/audio/1-15689-A-4.wav,frog
46,4,ESC-50-master/audio/1-15689-B-4.wav,frog
47,48,ESC-50-master/audio/1-160563-A-48.wav,fireworks
48,48,ESC-50-master/audio/1-160563-B-48.wav,fireworks
49,3,ESC-50-master/audio/1-16568-A-3.wav,cow
50,15,ESC-50-master/audio/1-16746-A-15.wav,water_drops
51,27,ESC-50-master/audio/1-17092-A-27.wav,brushing_teeth
52,27,ESC-50-master/audio/1-17092-B-27.wav,brushing_teeth
53,43,ESC-50-master/audio/1-17124-A-43.wav,car_horn
54,12,ESC-50-master/audio/1-17150-A-12.wav,crackling_fire
55,40,ESC-50-master/audio/1-172649-A-40.wav,helicopter
56,40,ESC-50-master/audio/1-172649-B-40.wav,helicopter
57,40,ESC-50-master/audio/1-172649-C-40.wav,helicopter
58,40,ESC-50-master/audio/1-172649-D-40.wav,helicopter
59,40,ESC-50-master/audio/1-172649-E-40.wav,helicopter
60,40,ESC-50-master/audio/1-172649-F-40.wav,helicopter
61,29,ESC-50-master/audio/1-17295-A-29.wav,drinking_sipping
62,10,ESC-50-master/audio/1-17367-A-10.wav,rain
63,12,ESC-50-master/audio/1-17565-A-12.wav,crackling_fire
64,7,ESC-50-master/audio/1-17585-A-7.wav,insects
65,12,ESC-50-master/audio/1-17742-A-12.wav,crackling_fire
66,12,ESC-50-master/audio/1-17808-A-12.wav,crackling_fire
67,12,ESC-50-master/audio/1-17808-B-12.wav,crackling_fire
68,26,ESC-50-master/audio/1-1791-A-26.wav,laughing
69,4,ESC-50-master/audio/1-17970-A-4.wav,frog
70,6,ESC-50-master/audio/1-18074-A-6.wav,hen
71,6,ESC-50-master/audio/1-18074-B-6.wav,hen
72,40,ESC-50-master/audio/1-181071-A-40.wav,helicopter
73,40,ESC-50-master/audio/1-181071-B-40.wav,helicopter
74,44,ESC-50-master/audio/1-18527-A-44.wav,engine
75,44,ESC-50-master/audio/1-18527-B-44.wav,engine
76,23,ESC-50-master/audio/1-18631-A-23.wav,breathing
77,31,ESC-50-master/audio/1-18655-A-31.wav,mouse_click
78,20,ESC-50-master/audio/1-187207-A-20.wav,crying_baby
79,4,ESC-50-master/audio/1-18755-A-4.wav,frog
80,4,ESC-50-master/audio/1-18755-B-4.wav,frog
81,4,ESC-50-master/audio/1-18757-A-4.wav,frog
82,49,ESC-50-master/audio/1-18810-A-49.wav,hand_saw
83,43,ESC-50-master/audio/1-19026-A-43.wav,car_horn
84,24,ESC-50-master/audio/1-19111-A-24.wav,coughing
85,24,ESC-50-master/audio/1-19118-A-24.wav,coughing
86,7,ESC-50-master/audio/1-19501-A-7.wav,insects
87,8,ESC-50-master/audio/1-196660-A-8.wav,sheep
88,8,ESC-50-master/audio/1-196660-B-8.wav,sheep
89,36,ESC-50-master/audio/1-19840-A-36.wav,vacuum_cleaner
90,36,ESC-50-master/audio/1-19872-A-36.wav,vacuum_cleaner
91,36,ESC-50-master/audio/1-19872-B-36.wav,vacuum_cleaner
92,41,ESC-50-master/audio/1-19898-A-41.wav,chainsaw
93,41,ESC-50-master/audio/1-19898-B-41.wav,chainsaw
94,41,ESC-50-master/audio/1-19898-C-41.wav,chainsaw
95,39,ESC-50-master/audio/1-20133-A-39.wav,glass_breaking
96,3,ESC-50-master/audio/1-202111-A-3.wav,cow
97,28,ESC-50-master/audio/1-20545-A-28.wav,snoring
98,18,ESC-50-master/audio/1-20736-A-18.wav,toilet_flush
99,2,ESC-50-master/audio/1-208757-A-2.wav,pig
100,2,ESC-50-master/audio/1-208757-B-2.wav,pig
101,2,ESC-50-master/audio/1-208757-C-2.wav,pig
102,2,ESC-50-master/audio/1-208757-D-2.wav,pig
103,2,ESC-50-master/audio/1-208757-E-2.wav,pig
104,20,ESC-50-master/audio/1-211527-A-20.wav,crying_baby
105,20,ESC-50-master/audio/1-211527-B-20.wav,crying_baby
106,20,ESC-50-master/audio/1-211527-C-20.wav,crying_baby
107,10,ESC-50-master/audio/1-21189-A-10.wav,rain
108,46,ESC-50-master/audio/1-21421-A-46.wav,church_bells
109,35,ESC-50-master/audio/1-21896-A-35.wav,washing_machine
110,38,ESC-50-master/audio/1-21934-A-38.wav,clock_tick
111,38,ESC-50-master/audio/1-21935-A-38.wav,clock_tick
112,25,ESC-50-master/audio/1-223162-A-25.wav,footsteps
113,20,ESC-50-master/audio/1-22694-A-20.wav,crying_baby
114,20,ESC-50-master/audio/1-22694-B-20.wav,crying_baby
115,46,ESC-50-master/audio/1-22804-A-46.wav,church_bells
116,44,ESC-50-master/audio/1-22882-A-44.wav,engine
117,15,ESC-50-master/audio/1-23094-A-15.wav,water_drops
118,15,ESC-50-master/audio/1-23094-B-15.wav,water_drops
119,19,ESC-50-master/audio/1-23222-A-19.wav,thunderstorm
120,19,ESC-50-master/audio/1-23222-B-19.wav,thunderstorm
121,49,ESC-50-master/audio/1-23706-A-49.wav,hand_saw
122,35,ESC-50-master/audio/1-23996-A-35.wav,washing_machine
123,35,ESC-50-master/audio/1-23996-B-35.wav,washing_machine
124,43,ESC-50-master/audio/1-24074-A-43.wav,car_horn
125,43,ESC-50-master/audio/1-24076-A-43.wav,car_horn
126,19,ESC-50-master/audio/1-24524-A-19.wav,thunderstorm
127,19,ESC-50-master/audio/1-24524-B-19.wav,thunderstorm
128,19,ESC-50-master/audio/1-24524-C-19.wav,thunderstorm
129,47,ESC-50-master/audio/1-24796-A-47.wav,airplane
130,43,ESC-50-master/audio/1-254507-A-43.wav,car_horn
131,48,ESC-50-master/audio/1-25777-A-48.wav,fireworks
132,48,ESC-50-master/audio/1-25781-A-48.wav,fireworks
133,2,ESC-50-master/audio/1-260640-A-2.wav,pig
134,2,ESC-50-master/audio/1-260640-B-2.wav,pig
135,2,ESC-50-master/audio/1-260640-C-2.wav,pig
136,21,ESC-50-master/audio/1-26143-A-21.wav,sneezing
137,43,ESC-50-master/audio/1-26176-A-43.wav,car_horn
138,43,ESC-50-master/audio/1-26177-A-43.wav,car_horn
139,30,ESC-50-master/audio/1-26188-A-30.wav,door_wood_knock
140,10,ESC-50-master/audio/1-26222-A-10.wav,rain
141,1,ESC-50-master/audio/1-26806-A-1.wav,rooster
142,35,ESC-50-master/audio/1-27165-A-35.wav,washing_machine
143,35,ESC-50-master/audio/1-27166-A-35.wav,washing_machine
144,28,ESC-50-master/audio/1-27403-A-28.wav,snoring
145,28,ESC-50-master/audio/1-27405-A-28.wav,snoring
146,1,ESC-50-master/audio/1-27724-A-1.wav,rooster
147,18,ESC-50-master/audio/1-28005-A-18.wav,toilet_flush
148,11,ESC-50-master/audio/1-28135-A-11.wav,sea_waves
149,11,ESC-50-master/audio/1-28135-B-11.wav,sea_waves
150,43,ESC-50-master/audio/1-28808-A-43.wav,car_horn
151,16,ESC-50-master/audio/1-29532-A-16.wav,wind
152,10,ESC-50-master/audio/1-29561-A-10.wav,rain
153,21,ESC-50-master/audio/1-29680-A-21.wav,sneezing
154,26,ESC-50-master/audio/1-30039-A-26.wav,laughing
155,26,ESC-50-master/audio/1-30043-A-26.wav,laughing
156,18,ESC-50-master/audio/1-30214-A-18.wav,toilet_flush
157,0,ESC-50-master/audio/1-30226-A-0.wav,dog
158,0,ESC-50-master/audio/1-30344-A-0.wav,dog
159,23,ESC-50-master/audio/1-30709-A-23.wav,breathing
160,23,ESC-50-master/audio/1-30709-B-23.wav,breathing
161,23,ESC-50-master/audio/1-30709-C-23.wav,breathing
162,24,ESC-50-master/audio/1-30830-A-24.wav,coughing
163,6,ESC-50-master/audio/1-31251-A-6.wav,hen
164,6,ESC-50-master/audio/1-31251-B-6.wav,hen
165,42,ESC-50-master/audio/1-31482-A-42.wav,siren
166,42,ESC-50-master/audio/1-31482-B-42.wav,siren
167,21,ESC-50-master/audio/1-31748-A-21.wav,sneezing
168,4,ESC-50-master/audio/1-31836-A-4.wav,frog
169,4,ESC-50-master/audio/1-31836-B-4.wav,frog
170,0,ESC-50-master/audio/1-32318-A-0.wav,dog
171,35,ESC-50-master/audio/1-32373-A-35.wav,washing_machine
172,35,ESC-50-master/audio/1-32373-B-35.wav,washing_machine
173,29,ESC-50-master/audio/1-32579-A-29.wav,drinking_sipping
174,26,ESC-50-master/audio/1-33658-A-26.wav,laughing
175,5,ESC-50-master/audio/1-34094-A-5.wav,cat
176,5,ESC-50-master/audio/1-34094-B-5.wav,cat
177,1,ESC-50-master/audio/1-34119-A-1.wav,rooster
178,1,ESC-50-master/audio/1-34119-B-1.wav,rooster
179,14,ESC-50-master/audio/1-34495-A-14.wav,chirping_birds
180,14,ESC-50-master/audio/1-34497-A-14.wav,chirping_birds
181,37,ESC-50-master/audio/1-34853-A-37.wav,clock_alarm
182,38,ESC-50-master/audio/1-35687-A-38.wav,clock_tick
183,26,ESC-50-master/audio/1-36164-A-26.wav,laughing
184,26,ESC-50-master/audio/1-36164-B-26.wav,laughing
185,23,ESC-50-master/audio/1-36393-A-23.wav,breathing
186,23,ESC-50-master/audio/1-36397-A-23.wav,breathing
187,23,ESC-50-master/audio/1-36400-A-23.wav,breathing
188,23,ESC-50-master/audio/1-36402-A-23.wav,breathing
189,47,ESC-50-master/audio/1-36929-A-47.wav,airplane
190,29,ESC-50-master/audio/1-37226-A-29.wav,drinking_sipping
191,14,ESC-50-master/audio/1-38559-A-14.wav,chirping_birds
192,14,ESC-50-master/audio/1-38560-A-14.wav,chirping_birds
193,9,ESC-50-master/audio/1-39835-A-9.wav,crow
194,9,ESC-50-master/audio/1-39835-B-9.wav,crow
195,11,ESC-50-master/audio/1-39901-A-11.wav,sea_waves
196,11,ESC-50-master/audio/1-39901-B-11.wav,sea_waves
197,1,ESC-50-master/audio/1-39923-A-1.wav,rooster
198,28,ESC-50-master/audio/1-39937-A-28.wav,snoring
199,46,ESC-50-master/audio/1-40154-A-46.wav,church_bells
200,28,ESC-50-master/audio/1-40621-A-28.wav,snoring
201,1,ESC-50-master/audio/1-40730-A-1.wav,rooster
202,28,ESC-50-master/audio/1-40967-A-28.wav,snoring
203,34,ESC-50-master/audio/1-41615-A-34.wav,can_opening
204,12,ESC-50-master/audio/1-4211-A-12.wav,crackling_fire
205,38,ESC-50-master/audio/1-42139-A-38.wav,clock_tick
206,1,ESC-50-master/audio/1-43382-A-1.wav,rooster
207,11,ESC-50-master/audio/1-43760-A-11.wav,sea_waves
208,34,ESC-50-master/audio/1-43764-A-34.wav,can_opening
209,47,ESC-50-master/audio/1-43807-A-47.wav,airplane
210,47,ESC-50-master/audio/1-43807-B-47.wav,airplane
211,47,ESC-50-master/audio/1-43807-C-47.wav,airplane
212,47,ESC-50-master/audio/1-43807-D-47.wav,airplane
213,1,ESC-50-master/audio/1-44831-A-1.wav,rooster
214,27,ESC-50-master/audio/1-45641-A-27.wav,brushing_teeth
215,31,ESC-50-master/audio/1-45645-A-31.wav,mouse_click
216,14,ESC-50-master/audio/1-46040-A-14.wav,chirping_birds
217,12,ESC-50-master/audio/1-46272-A-12.wav,crackling_fire
218,18,ESC-50-master/audio/1-46274-A-18.wav,toilet_flush
219,49,ESC-50-master/audio/1-46353-A-49.wav,hand_saw
220,36,ESC-50-master/audio/1-46744-A-36.wav,vacuum_cleaner
221,7,ESC-50-master/audio/1-46938-A-7.wav,insects
222,7,ESC-50-master/audio/1-46938-B-7.wav,insects
223,41,ESC-50-master/audio/1-47250-A-41.wav,chainsaw
224,41,ESC-50-master/audio/1-47250-B-41.wav,chainsaw
225,21,ESC-50-master/audio/1-47273-A-21.wav,sneezing
226,21,ESC-50-master/audio/1-47274-A-21.wav,sneezing
227,16,ESC-50-master/audio/1-47709-A-16.wav,wind
228,16,ESC-50-master/audio/1-47714-A-16.wav,wind
229,5,ESC-50-master/audio/1-47819-A-5.wav,cat
230,5,ESC-50-master/audio/1-47819-B-5.wav,cat
231,5,ESC-50-master/audio/1-47819-C-5.wav,cat
232,28,ESC-50-master/audio/1-47923-A-28.wav,snoring
233,46,ESC-50-master/audio/1-48298-A-46.wav,church_bells
234,38,ESC-50-master/audio/1-48413-A-38.wav,clock_tick
235,35,ESC-50-master/audio/1-49098-A-35.wav,washing_machine
236,8,ESC-50-master/audio/1-49409-A-8.wav,sheep
237,8,ESC-50-master/audio/1-49409-B-8.wav,sheep
238,10,ESC-50-master/audio/1-50060-A-10.wav,rain
239,44,ESC-50-master/audio/1-50454-A-44.wav,engine
240,44,ESC-50-master/audio/1-50455-A-44.wav,engine
241,15,ESC-50-master/audio/1-50623-A-15.wav,water_drops
242,17,ESC-50-master/audio/1-50625-A-17.wav,pouring_water
243,44,ESC-50-master/audio/1-50661-A-44.wav,engine
244,17,ESC-50-master/audio/1-50688-A-17.wav,pouring_water
245,16,ESC-50-master/audio/1-51035-A-16.wav,wind
246,16,ESC-50-master/audio/1-51036-A-16.wav,wind
247,16,ESC-50-master/audio/1-51037-A-16.wav,wind
248,25,ESC-50-master/audio/1-51147-A-25.wav,footsteps
249,18,ESC-50-master/audio/1-51170-A-18.wav,toilet_flush
250,17,ESC-50-master/audio/1-51433-A-17.wav,pouring_water
251,17,ESC-50-master/audio/1-51436-A-17.wav,pouring_water
252,33,ESC-50-master/audio/1-51805-A-33.wav,door_wood_creaks
253,33,ESC-50-master/audio/1-51805-B-33.wav,door_wood_creaks
254,33,ESC-50-master/audio/1-51805-C-33.wav,door_wood_creaks
255,33,ESC-50-master/audio/1-51805-D-33.wav,door_wood_creaks
256,33,ESC-50-master/audio/1-51805-E-33.wav,door_wood_creaks
257,33,ESC-50-master/audio/1-51805-F-33.wav,door_wood_creaks
258,33,ESC-50-master/audio/1-51805-G-33.wav,door_wood_creaks
259,33,ESC-50-master/audio/1-51805-H-33.wav,door_wood_creaks
260,24,ESC-50-master/audio/1-52266-A-24.wav,coughing
261,30,ESC-50-master/audio/1-52290-A-30.wav,door_wood_knock
262,24,ESC-50-master/audio/1-52323-A-24.wav,coughing
263,28,ESC-50-master/audio/1-53444-A-28.wav,snoring
264,47,ESC-50-master/audio/1-53467-A-47.wav,airplane
265,32,ESC-50-master/audio/1-53501-A-32.wav,keyboard_typing
266,24,ESC-50-master/audio/1-53663-A-24.wav,coughing
267,18,ESC-50-master/audio/1-53670-A-18.wav,toilet_flush
268,45,ESC-50-master/audio/1-54065-A-45.wav,train
269,45,ESC-50-master/audio/1-54065-B-45.wav,train
270,42,ESC-50-master/audio/1-54084-A-42.wav,siren
271,21,ESC-50-master/audio/1-54505-A-21.wav,sneezing
272,46,ESC-50-master/audio/1-54747-A-46.wav,church_bells
273,18,ESC-50-master/audio/1-54752-A-18.wav,toilet_flush
274,14,ESC-50-master/audio/1-54918-A-14.wav,chirping_birds
275,14,ESC-50-master/audio/1-54918-B-14.wav,chirping_birds
276,10,ESC-50-master/audio/1-54958-A-10.wav,rain
277,9,ESC-50-master/audio/1-56233-A-9.wav,crow
278,9,ESC-50-master/audio/1-56234-A-9.wav,crow
279,18,ESC-50-master/audio/1-56269-A-18.wav,toilet_flush
280,29,ESC-50-master/audio/1-56270-A-29.wav,drinking_sipping
281,10,ESC-50-master/audio/1-56311-A-10.wav,rain
282,5,ESC-50-master/audio/1-56380-A-5.wav,cat
283,5,ESC-50-master/audio/1-56380-B-5.wav,cat
284,46,ESC-50-master/audio/1-56907-A-46.wav,church_bells
285,38,ESC-50-master/audio/1-57163-A-38.wav,clock_tick
286,13,ESC-50-master/audio/1-57316-A-13.wav,crickets
287,13,ESC-50-master/audio/1-57318-A-13.wav,crickets
288,8,ESC-50-master/audio/1-57795-A-8.wav,sheep
289,3,ESC-50-master/audio/1-58277-A-3.wav,cow
290,24,ESC-50-master/audio/1-58792-A-24.wav,coughing
291,34,ESC-50-master/audio/1-58846-A-34.wav,can_opening
292,27,ESC-50-master/audio/1-58923-A-27.wav,brushing_teeth
293,27,ESC-50-master/audio/1-58923-B-27.wav,brushing_teeth
294,13,ESC-50-master/audio/1-59102-A-13.wav,crickets
295,21,ESC-50-master/audio/1-59324-A-21.wav,sneezing
296,0,ESC-50-master/audio/1-59513-A-0.wav,dog
297,6,ESC-50-master/audio/1-5996-A-6.wav,hen
298,36,ESC-50-master/audio/1-60460-A-36.wav,vacuum_cleaner
299,34,ESC-50-master/audio/1-60676-A-34.wav,can_opening
300,20,ESC-50-master/audio/1-60997-A-20.wav,crying_baby
301,20,ESC-50-master/audio/1-60997-B-20.wav,crying_baby
302,32,ESC-50-master/audio/1-61212-A-32.wav,keyboard_typing
303,17,ESC-50-master/audio/1-61221-A-17.wav,pouring_water
304,11,ESC-50-master/audio/1-61252-A-11.wav,sea_waves
305,44,ESC-50-master/audio/1-61261-A-44.wav,engine
306,27,ESC-50-master/audio/1-61534-A-27.wav,brushing_teeth
307,45,ESC-50-master/audio/1-62509-A-45.wav,train
308,44,ESC-50-master/audio/1-62565-A-44.wav,engine
309,32,ESC-50-master/audio/1-62594-A-32.wav,keyboard_typing
310,38,ESC-50-master/audio/1-62849-A-38.wav,clock_tick
311,38,ESC-50-master/audio/1-62850-A-38.wav,clock_tick
312,24,ESC-50-master/audio/1-63679-A-24.wav,coughing
313,10,ESC-50-master/audio/1-63871-A-10.wav,rain
314,41,ESC-50-master/audio/1-64398-A-41.wav,chainsaw
315,41,ESC-50-master/audio/1-64398-B-41.wav,chainsaw
316,45,ESC-50-master/audio/1-64473-A-45.wav,train
317,13,ESC-50-master/audio/1-65483-A-13.wav,crickets
318,37,ESC-50-master/audio/1-67033-A-37.wav,clock_alarm
319,17,ESC-50-master/audio/1-67152-A-17.wav,pouring_water
320,29,ESC-50-master/audio/1-67230-A-29.wav,drinking_sipping
321,27,ESC-50-master/audio/1-67432-A-27.wav,brushing_teeth
322,27,ESC-50-master/audio/1-68628-A-27.wav,brushing_teeth
323,34,ESC-50-master/audio/1-68670-A-34.wav,can_opening
324,34,ESC-50-master/audio/1-68734-A-34.wav,can_opening
325,34,ESC-50-master/audio/1-69165-A-34.wav,can_opening
326,3,ESC-50-master/audio/1-69422-A-3.wav,cow
327,3,ESC-50-master/audio/1-69641-A-3.wav,cow
328,16,ESC-50-master/audio/1-69760-A-16.wav,wind
329,45,ESC-50-master/audio/1-70300-A-45.wav,train
330,12,ESC-50-master/audio/1-7057-A-12.wav,crackling_fire
331,6,ESC-50-master/audio/1-71030-A-6.wav,hen
332,37,ESC-50-master/audio/1-72195-A-37.wav,clock_alarm
333,37,ESC-50-master/audio/1-72195-B-37.wav,clock_alarm
334,6,ESC-50-master/audio/1-72229-A-6.wav,hen
335,6,ESC-50-master/audio/1-72229-B-6.wav,hen
336,26,ESC-50-master/audio/1-72695-A-26.wav,laughing
337,26,ESC-50-master/audio/1-73123-A-26.wav,laughing
338,7,ESC-50-master/audio/1-73585-A-7.wav,insects
339,37,ESC-50-master/audio/1-74517-A-37.wav,clock_alarm
340,13,ESC-50-master/audio/1-7456-A-13.wav,crickets
341,9,ESC-50-master/audio/1-75162-A-9.wav,crow
342,7,ESC-50-master/audio/1-75189-A-7.wav,insects
343,8,ESC-50-master/audio/1-75190-A-8.wav,sheep
344,42,ESC-50-master/audio/1-76831-A-42.wav,siren
345,42,ESC-50-master/audio/1-76831-B-42.wav,siren
346,42,ESC-50-master/audio/1-76831-C-42.wav,siren
347,42,ESC-50-master/audio/1-76831-D-42.wav,siren
348,42,ESC-50-master/audio/1-76831-E-42.wav,siren
349,3,ESC-50-master/audio/1-77160-A-3.wav,cow
350,3,ESC-50-master/audio/1-77241-A-3.wav,cow
351,5,ESC-50-master/audio/1-79113-A-5.wav,cat
352,29,ESC-50-master/audio/1-79146-A-29.wav,drinking_sipping
353,17,ESC-50-master/audio/1-79220-A-17.wav,pouring_water
354,36,ESC-50-master/audio/1-79236-A-36.wav,vacuum_cleaner
355,32,ESC-50-master/audio/1-79711-A-32.wav,keyboard_typing
356,7,ESC-50-master/audio/1-7973-A-7.wav,insects
357,49,ESC-50-master/audio/1-7974-A-49.wav,hand_saw
358,49,ESC-50-master/audio/1-7974-B-49.wav,hand_saw
359,7,ESC-50-master/audio/1-80785-A-7.wav,insects
360,13,ESC-50-master/audio/1-80840-A-13.wav,crickets
361,13,ESC-50-master/audio/1-80841-A-13.wav,crickets
362,30,ESC-50-master/audio/1-81001-A-30.wav,door_wood_knock
363,30,ESC-50-master/audio/1-81001-B-30.wav,door_wood_knock
364,3,ESC-50-master/audio/1-81269-A-3.wav,cow
365,31,ESC-50-master/audio/1-81851-A-31.wav,mouse_click
366,21,ESC-50-master/audio/1-81883-A-21.wav,sneezing
367,30,ESC-50-master/audio/1-82817-A-30.wav,door_wood_knock
368,32,ESC-50-master/audio/1-84393-A-32.wav,keyboard_typing
369,39,ESC-50-master/audio/1-84536-A-39.wav,glass_breaking
370,39,ESC-50-master/audio/1-84704-A-39.wav,glass_breaking
371,39,ESC-50-master/audio/1-84705-A-39.wav,glass_breaking
372,31,ESC-50-master/audio/1-85123-A-31.wav,mouse_click
373,39,ESC-50-master/audio/1-85168-A-39.wav,glass_breaking
374,39,ESC-50-master/audio/1-85184-A-39.wav,glass_breaking
375,0,ESC-50-master/audio/1-85362-A-0.wav,dog
376,29,ESC-50-master/audio/1-85909-A-29.wav,drinking_sipping
377,29,ESC-50-master/audio/1-87565-A-29.wav,drinking_sipping
378,45,ESC-50-master/audio/1-88409-A-45.wav,train
379,45,ESC-50-master/audio/1-88409-B-45.wav,train
380,8,ESC-50-master/audio/1-88574-A-8.wav,sheep
381,39,ESC-50-master/audio/1-88807-A-39.wav,glass_breaking
382,15,ESC-50-master/audio/1-90797-A-15.wav,water_drops
383,11,ESC-50-master/audio/1-91359-A-11.wav,sea_waves
384,11,ESC-50-master/audio/1-91359-B-11.wav,sea_waves
385,22,ESC-50-master/audio/1-94036-A-22.wav,clapping
386,32,ESC-50-master/audio/1-94231-A-32.wav,keyboard_typing
387,32,ESC-50-master/audio/1-94231-B-32.wav,keyboard_typing
388,31,ESC-50-master/audio/1-95563-A-31.wav,mouse_click
389,37,ESC-50-master/audio/1-96890-A-37.wav,clock_alarm
390,9,ESC-50-master/audio/1-96950-A-9.wav,crow
391,9,ESC-50-master/audio/1-96950-B-9.wav,crow
392,0,ESC-50-master/audio/1-97392-A-0.wav,dog
393,39,ESC-50-master/audio/1-977-A-39.wav,glass_breaking
394,31,ESC-50-master/audio/1-97793-A-31.wav,mouse_click
395,13,ESC-50-master/audio/1-9841-A-13.wav,crickets
396,49,ESC-50-master/audio/1-9886-A-49.wav,hand_saw
397,49,ESC-50-master/audio/1-9887-A-49.wav,hand_saw
398,49,ESC-50-master/audio/1-9887-B-49.wav,hand_saw
399,31,ESC-50-master/audio/1-99958-A-31.wav,mouse_click
400,43,ESC-50-master/audio/2-100648-A-43.wav,car_horn
401,1,ESC-50-master/audio/2-100786-A-1.wav,rooster
402,10,ESC-50-master/audio/2-101676-A-10.wav,rain
403,17,ESC-50-master/audio/2-102414-A-17.wav,pouring_water
404,17,ESC-50-master/audio/2-102414-B-17.wav,pouring_water
405,17,ESC-50-master/audio/2-102414-C-17.wav,pouring_water
406,17,ESC-50-master/audio/2-102414-D-17.wav,pouring_water
407,17,ESC-50-master/audio/2-102414-E-17.wav,pouring_water
408,17,ESC-50-master/audio/2-102414-F-17.wav,pouring_water
409,17,ESC-50-master/audio/2-102414-G-17.wav,pouring_water
410,37,ESC-50-master/audio/2-102435-A-37.wav,clock_alarm
411,35,ESC-50-master/audio/2-102567-A-35.wav,washing_machine
412,35,ESC-50-master/audio/2-102567-B-35.wav,washing_machine
413,35,ESC-50-master/audio/2-102567-C-35.wav,washing_machine
414,35,ESC-50-master/audio/2-102567-D-35.wav,washing_machine
415,35,ESC-50-master/audio/2-102568-A-35.wav,washing_machine
416,29,ESC-50-master/audio/2-102581-A-29.wav,drinking_sipping
417,29,ESC-50-master/audio/2-102581-B-29.wav,drinking_sipping
418,11,ESC-50-master/audio/2-102852-A-11.wav,sea_waves
419,3,ESC-50-master/audio/2-103423-A-3.wav,cow
420,3,ESC-50-master/audio/2-103424-A-3.wav,cow
421,3,ESC-50-master/audio/2-103426-A-3.wav,cow
422,3,ESC-50-master/audio/2-103427-A-3.wav,cow
423,3,ESC-50-master/audio/2-103428-A-3.wav,cow
424,19,ESC-50-master/audio/2-104105-A-19.wav,thunderstorm
425,19,ESC-50-master/audio/2-104105-B-19.wav,thunderstorm
426,32,ESC-50-master/audio/2-104168-A-32.wav,keyboard_typing
427,37,ESC-50-master/audio/2-104475-A-37.wav,clock_alarm
428,37,ESC-50-master/audio/2-104476-A-37.wav,clock_alarm
429,3,ESC-50-master/audio/2-104877-A-3.wav,cow
430,16,ESC-50-master/audio/2-104952-A-16.wav,wind
431,16,ESC-50-master/audio/2-104952-B-16.wav,wind
432,47,ESC-50-master/audio/2-105270-A-47.wav,airplane
433,44,ESC-50-master/audio/2-106014-A-44.wav,engine
434,44,ESC-50-master/audio/2-106015-A-44.wav,engine
